"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z270","2019-10-10 14:00:00","343.000","0.000","0.100","22.700","0.840","974.700","","0.000","-99.000","-99.000","-99.000","24.000","","21.000",""
"C0UA30","2019-10-10 14:00:00","1397.000","97.000","0.700","20.700","0.890","861.600","","0.500","-99.000","-99.000","-99.000","21.500","","14.400",""
"C0I080","2019-10-10 14:00:00","536.000","284.000","0.500","28.600","0.580","953.900","","0.000","-99.000","-99.000","-99.000","30.200","","20.300",""
"C0UA00","2019-10-10 14:00:00","392.000","45.000","0.400","28.000","-99.000","969.000","","0.500","-99.000","-99.000","-99.000","28.500","","18.700",""
"C0AD40","2019-10-10 14:00:00","32.000","101.000","1.500","28.900","0.520","1008.100","","0.000","-99.000","-99.000","-99.000","29.100","","22.400",""
"C0S660","2019-10-10 14:00:00","794.000","31.000","1.100","24.900","0.690","925.600","","0.000","-99.000","-99.000","-99.000","25.800","","15.800",""
"C0M640","2019-10-10 14:00:00","155.000","345.000","2.100","29.800","0.610","993.100","","0.000","-99.000","-99.000","-99.000","30.200","","23.700",""
"C0R660","2019-10-10 14:00:00","20.000","254.000","3.100","28.400","-99.000","1009.900","","0.000","-99.000","-99.000","-99.000","28.900","","24.600",""
"C0UA10","2019-10-10 14:00:00","1711.000","259.000","2.300","19.200","0.740","833.000","","0.500","-99.000","-99.000","-99.000","21.000","","12.700",""
"C0V770","2019-10-10 14:00:00","26.000","286.000","1.200","31.100","0.600","1007.800","","0.000","-99.000","-99.000","-99.000","31.100","","24.800",""
"C0E730","2019-10-10 14:00:00","26.000","41.000","1.000","31.400","0.480","1007.000","","0.000","-99.000","-99.000","-99.000","31.500","","22.900",""
"C0V810","2019-10-10 14:00:00","32.000","248.000","2.800","28.700","0.920","1006.000","","0.000","-99.000","-99.000","-99.000","28.700","","26.200",""
"C0A9C0","2019-10-10 14:00:00","35.000","156.000","2.100","28.700","0.560","1008.400","","0.000","-99.000","-99.000","-99.000","29.400","","23.400",""
"C0X310","2019-10-10 14:00:00","9.000","338.000","6.500","28.700","0.680","1010.800","","0.000","-99.000","-99.000","-99.000","28.900","","25.100",""
"C0K280","2019-10-10 14:00:00","23.000","4.000","2.600","31.700","0.550","1010.600","","0.000","-99.000","-99.000","-99.000","32.700","","22.800",""
"C0M650","2019-10-10 14:00:00","20.000","337.000","2.200","31.000","0.570","1008.800","","0.000","-99.000","-99.000","-99.000","31.600","","23.600",""
"C0S910","2019-10-10 14:00:00","212.000","44.000","2.300","25.400","0.800","989.900","","0.000","8.200","16.000","","26.000","","24.200",""
"C0D570","2019-10-10 14:00:00","15.000","354.000","1.300","31.600","0.580","1009.800","","0.000","-99.000","-99.000","-99.000","32.300","","21.500",""
"C0M710","2019-10-10 14:00:00","15.000","324.000","5.100","28.900","0.660","1009.500","","0.000","-99.000","-99.000","-99.000","29.800","","23.900",""
"C0V490","2019-10-10 14:00:00","20.000","261.000","1.300","29.400","0.750","1008.900","","0.500","6.500","318.000","","30.600","","26.200",""
"C0E870","2019-10-10 14:00:00","34.000","355.000","2.300","29.400","0.600","1008.800","","0.000","-99.000","-99.000","-99.000","29.800","","22.000",""
"C0M800","2019-10-10 14:00:00","440.000","0.000","0.000","28.200","0.650","962.400","","0.000","-99.000","-99.000","-99.000","28.500","","20.500",""
"C0A570","2019-10-10 14:00:00","360.000","239.000","1.000","27.700","0.560","972.100","","0.000","-99.000","-99.000","-99.000","27.700","","18.000",""
"C0S790","2019-10-10 14:00:00","236.000","1.000","0.600","23.300","0.910","987.300","","0.000","-99.000","-99.000","-99.000","29.700","","21.900",""
"C0D590","2019-10-10 14:00:00","143.000","47.000","3.100","28.600","0.610","996.600","","0.000","-99.000","-99.000","-99.000","28.900","","21.000",""
"C0U990","2019-10-10 14:00:00","31.000","93.000","2.000","28.100","0.600","1009.800","","0.000","-99.000","-99.000","-99.000","28.200","","21.000",""
"C0M700","2019-10-10 14:00:00","150.000","266.000","0.600","30.800","0.640","994.500","","0.000","-99.000","-99.000","-99.000","31.000","","22.400",""
"C0A970","2019-10-10 14:00:00","96.000","346.000","5.700","24.600","0.740","1002.600","","0.000","-99.000","-99.000","-99.000","25.400","","22.600",""
"CM0110","2019-10-10 14:00:00","7.000","25.000","4.200","28.300","0.600","1010.700","","0.000","-99.000","-99.000","-99.000","29.100","","23.600",""
"C0S940","2019-10-10 14:00:00","150.000","25.000","1.100","24.300","0.810","995.400","","1.000","-99.000","-99.000","-99.000","26.700","","21.800",""
"C0X250","2019-10-10 14:00:00","33.000","23.000","1.600","31.800","0.560","1006.800","","0.000","-99.000","-99.000","-99.000","32.000","","24.500",""
"C0K520","2019-10-10 14:00:00","10.000","346.000","2.600","29.600","0.580","1009.100","","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0Z200","2019-10-10 14:00:00","153.000","233.000","0.800","24.000","0.870","996.600","","0.500","-99.000","-99.000","-99.000","26.100","","21.700",""
"C0V740","2019-10-10 14:00:00","60.000","294.000","2.300","31.700","0.500","1004.500","","0.000","-99.000","-99.000","-99.000","32.200","","24.000",""
"C0V790","2019-10-10 14:00:00","410.000","230.000","1.800","28.200","0.630","964.700","","0.000","-99.000","-99.000","-99.000","29.200","","20.700",""
"C0D480","2019-10-10 14:00:00","223.000","0.000","0.000","30.000","0.620","985.700","","0.000","-99.000","-99.000","-99.000","30.000","","20.400",""
"C0F0C0","2019-10-10 14:00:00","983.000","24.000","0.700","23.600","0.840","903.800","","0.000","-99.000","-99.000","-99.000","24.400","","18.400",""
"C0U860","2019-10-10 14:00:00","5.000","59.000","8.000","27.700","0.680","1011.300","","0.000","-99.000","-99.000","-99.000","28.600","","22.000",""
"C0UA50","2019-10-10 14:00:00","808.000","311.000","2.400","23.400","0.990","923.300","","0.500","-99.000","-99.000","-99.000","23.700","","16.800",""
"C0T960","2019-10-10 14:00:00","120.000","0.000","0.100","24.800","0.800","999.400","","0.500","-99.000","-99.000","-99.000","27.700","","21.900",""
"C0SA80","2019-10-10 14:00:00","136.000","96.000","1.500","25.000","0.820","996.900","","0.000","-99.000","-99.000","-99.000","27.200","","22.400",""
"C0F9X0","2019-10-10 14:00:00","166.000","8.000","3.400","29.100","0.600","993.100","","0.000","-99.000","-99.000","-99.000","29.700","","22.500",""
"C0F0D0","2019-10-10 14:00:00","3171.000","321.000","1.000","11.900","0.800","699.400","","0.000","-99.000","-99.000","-99.000","15.800","","5.700",""
"C0S730","2019-10-10 14:00:00","110.000","49.000","9.700","25.900","0.740","999.700","","0.000","-99.000","-99.000","-99.000","26.400","","23.200",""
"C0T790","2019-10-10 14:00:00","2830.000","0.000","0.200","19.300","0.610","728.400","","0.000","-99.000","-99.000","-99.000","20.700","","6.000",""
"C0M830","2019-10-10 14:00:00","540.000","14.000","1.200","27.000","0.770","952.200","","0.000","-99.000","-99.000","-99.000","27.400","","19.700",""
"C0V750","2019-10-10 14:00:00","50.000","289.000","2.600","29.600","0.790","1006.200","","0.000","-99.000","-99.000","-99.000","31.700","","26.000",""
"C0K530","2019-10-10 14:00:00","12.000","18.000","4.100","28.600","0.630","1010.000","","0.000","-99.000","-99.000","-99.000","29.300","","23.300",""
"C0G850","2019-10-10 14:00:00","62.000","344.000","2.700","33.500","0.500","1003.100","","0.000","-99.000","-99.000","-99.000","33.500","","25.500",""
"C0M780","2019-10-10 14:00:00","30.000","17.000","0.900","31.900","0.540","1007.600","","0.000","-99.000","-99.000","-99.000","32.100","","23.800",""
"C0V360","2019-10-10 14:00:00","94.000","256.000","1.200","32.800","0.490","999.900","","0.000","-99.000","-99.000","-99.000","32.800","","22.300",""
"C0K510","2019-10-10 14:00:00","10.000","347.000","3.200","30.800","0.580","1009.000","","0.000","-99.000","-99.000","-99.000","31.000","","23.200",""
"C0D650","2019-10-10 14:00:00","97.000","43.000","4.000","27.900","0.590","1001.000","","0.000","-99.000","-99.000","-99.000","28.500","","22.200",""
"C0V630","2019-10-10 14:00:00","19.000","288.000","2.200","29.600","0.680","1011.100","","0.000","-99.000","-99.000","-99.000","29.900","","25.900",""
"C0U910","2019-10-10 14:00:00","17.000","66.000","3.600","26.300","0.640","1010.400","","0.000","-99.000","-99.000","-99.000","27.100","","22.000",""
"C0U600","2019-10-10 14:00:00","10.000","115.000","2.200","27.700","0.650","1010.700","","0.000","-99.000","-99.000","-99.000","29.600","","20.400",""
"C0G820","2019-10-10 14:00:00","29.000","325.000","0.900","33.000","0.540","1006.700","","0.000","-99.000","-99.000","-99.000","33.500","","23.700",""
"C0R590","2019-10-10 14:00:00","72.000","278.000","1.700","31.400","0.570","1002.300","","0.000","-99.000","-99.000","-99.000","31.900","","23.700",""
"C0A9E0","2019-10-10 14:00:00","26.000","156.000","2.200","29.500","0.510","1009.500","","0.000","-99.000","-99.000","-99.000","30.200","","23.700",""
"C0R480","2019-10-10 14:00:00","57.000","218.000","1.500","30.700","0.640","1004.200","","0.000","-99.000","-99.000","-99.000","32.200","","24.500",""
"C0X300","2019-10-10 14:00:00","70.000","0.000","0.000","31.700","0.600","1002.500","","0.000","-99.000","-99.000","-99.000","31.900","","22.400",""
"C0U970","2019-10-10 14:00:00","7.000","53.000","5.300","27.100","0.650","1012.100","","0.000","-99.000","-99.000","-99.000","28.400","","21.400",""
"C0M750","2019-10-10 14:00:00","10.000","341.000","3.300","29.500","0.630","1009.600","","0.000","-99.000","-99.000","-99.000","30.200","","24.300",""
"C0I110","2019-10-10 14:00:00","161.000","282.000","1.100","30.500","0.610","993.200","","0.000","-99.000","-99.000","-99.000","31.100","","23.000",""
"C0V370","2019-10-10 14:00:00","74.000","255.000","0.800","31.800","0.600","1002.700","","0.000","-99.000","-99.000","-99.000","32.200","","23.100",""
"C0C690","2019-10-10 14:00:00","242.000","36.000","1.700","26.200","0.560","985.200","","0.000","-99.000","-99.000","-99.000","26.200","","21.000",""
"C0A540","2019-10-10 14:00:00","401.000","235.000","0.400","26.900","0.660","968.400","","0.000","-99.000","-99.000","-99.000","26.900","","18.500",""
"C0H950","2019-10-10 14:00:00","192.000","304.000","1.200","31.600","0.560","989.800","","0.000","-99.000","-99.000","-99.000","31.700","","21.400",""
"C0O960","2019-10-10 14:00:00","112.000","280.000","1.100","29.800","0.600","998.000","","0.000","-99.000","-99.000","-99.000","30.900","","23.400",""
"C0AH10","2019-10-10 14:00:00","30.000","88.000","2.000","28.700","0.560","1007.500","","0.000","-99.000","-99.000","-99.000","28.900","","23.000",""
"C0R680","2019-10-10 14:00:00","13.000","65.000","4.300","27.800","-99.000","1010.700","","0.000","-99.000","-99.000","-99.000","28.700","","23.900",""
"C0X210","2019-10-10 14:00:00","38.000","327.000","2.200","31.400","0.570","1004.600","","0.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0D430","2019-10-10 14:00:00","87.000","0.000","0.000","31.200","0.540","1000.300","","0.000","-99.000","-99.000","-99.000","31.300","","20.400",""
"C0AD30","2019-10-10 14:00:00","20.000","322.000","1.500","30.100","0.500","1007.900","","0.000","-99.000","-99.000","-99.000","30.400","","23.600",""
"C0R240","2019-10-10 14:00:00","87.000","149.000","0.400","27.400","0.800","1001.100","","0.000","-99.000","-99.000","-99.000","29.900","","23.200",""
"C0AI30","2019-10-10 14:00:00","26.000","85.000","3.400","28.600","0.580","1009.700","","0.000","-99.000","-99.000","-99.000","28.700","","24.000",""
"C0U960","2019-10-10 14:00:00","1885.000","3.000","7.000","17.400","0.760","814.600","","0.500","-99.000","-99.000","-99.000","19.200","","10.700",""
"C0T9E0","2019-10-10 14:00:00","415.000","0.000","0.000","22.000","0.850","967.300","","0.000","-99.000","-99.000","-99.000","22.900","","20.200",""
"C0D550","2019-10-10 14:00:00","1956.000","302.000","0.500","17.200","0.810","812.300","","0.500","-99.000","-99.000","-99.000","19.400","","12.000",""
"C0C630","2019-10-10 14:00:00","209.000","98.000","2.100","28.300","0.520","988.400","","0.000","-99.000","-99.000","-99.000","28.300","","21.400",""
"C0V670","2019-10-10 14:00:00","20.000","242.000","2.100","30.300","0.660","1008.600","","0.000","-99.000","-99.000","-99.000","30.300","","26.600",""
"C0A870","2019-10-10 14:00:00","685.000","9.000","3.300","22.500","0.790","934.600","","0.000","-99.000","-99.000","-99.000","23.400","","17.700",""
"C0R220","2019-10-10 14:00:00","23.000","238.000","2.600","29.400","0.780","1008.600","","0.000","-99.000","-99.000","-99.000","29.900","","24.500",""
"C0Z220","2019-10-10 14:00:00","589.000","34.000","0.600","23.800","0.810","948.000","","0.000","-99.000","-99.000","-99.000","24.800","","17.800",""
"C0D560","2019-10-10 14:00:00","147.000","43.000","1.400","31.700","0.480","995.300","","0.000","-99.000","-99.000","-99.000","31.800","","22.100",""
"C0Z020","2019-10-10 14:00:00","211.000","23.000","5.800","25.500","0.830","987.600","","0.500","-99.000","-99.000","-99.000","27.200","","21.100",""
"C0Z190","2019-10-10 14:00:00","62.000","141.000","1.600","25.500","0.790","1005.000","","0.000","-99.000","-99.000","-99.000","26.200","","22.700",""
"C0C710","2019-10-10 14:00:00","143.000","142.000","1.400","29.100","0.510","995.500","","0.000","-99.000","-99.000","-99.000","30.300","","19.700",""
"C0D360","2019-10-10 14:00:00","523.000","277.000","0.600","28.100","0.520","952.500","","0.000","-99.000","-99.000","-99.000","29.900","","18.900",""
"C0C680","2019-10-10 14:00:00","228.000","89.000","0.800","28.000","0.560","984.700","","0.000","-99.000","-99.000","-99.000","28.500","","20.900",""
"C0X140","2019-10-10 14:00:00","17.000","343.000","1.200","32.800","0.550","1008.200","","0.000","-99.000","-99.000","-99.000","32.800","","24.900",""
"C0V710","2019-10-10 14:00:00","34.000","271.000","1.900","30.300","0.650","1006.900","","0.000","-99.000","-99.000","-99.000","30.500","","25.800",""
"C0G840","2019-10-10 14:00:00","32.000","329.000","0.800","31.000","0.610","1005.200","","0.000","-99.000","-99.000","-99.000","31.300","","22.900",""
"C0S890","2019-10-10 14:00:00","238.000","237.000","1.700","28.700","0.660","987.700","","0.000","-99.000","-99.000","-99.000","30.000","","21.700",""
"C0T820","2019-10-10 14:00:00","550.000","116.000","2.100","24.600","0.650","954.000","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0F9I0","2019-10-10 14:00:00","194.000","342.000","3.600","28.300","0.660","989.300","","0.000","-99.000","-99.000","-99.000","29.400","","22.100",""
"C0C650","2019-10-10 14:00:00","208.000","46.000","1.400","27.900","0.590","988.100","","0.000","-99.000","-99.000","-99.000","28.000","","20.800",""
"C0R600","2019-10-10 14:00:00","766.000","265.000","1.000","23.500","0.930","926.900","","0.000","-99.000","-99.000","-99.000","23.800","","21.200",""
"C0Z320","2019-10-10 14:00:00","646.000","57.000","1.700","23.000","0.780","941.100","","0.500","-99.000","-99.000","-99.000","25.700","","16.900",""
"C0V210","2019-10-10 14:00:00","734.000","225.000","3.100","27.600","0.590","930.900","","0.000","-99.000","-99.000","-99.000","29.100","","17.700",""
"C0K240","2019-10-10 14:00:00","1132.000","295.000","1.700","25.300","0.930","891.600","","0.000","-99.000","-99.000","-99.000","26.200","","18.200",""
"C0M520","2019-10-10 14:00:00","15.000","316.000","4.800","30.600","0.570","1008.400","","0.000","-99.000","-99.000","-99.000","31.800","","23.200",""
"C0A530","2019-10-10 14:00:00","300.000","316.000","1.900","26.800","0.680","978.300","","0.000","-99.000","-99.000","-99.000","27.900","","19.000",""
"C0E820","2019-10-10 14:00:00","220.000","29.000","2.900","29.300","0.530","986.400","","0.000","-99.000","-99.000","-99.000","29.900","","20.900",""
"C0K450","2019-10-10 14:00:00","35.000","333.000","2.200","31.400","0.510","1006.100","","0.000","-99.000","-99.000","-99.000","31.600","","23.900",""
"C0G760","2019-10-10 14:00:00","53.000","334.000","1.700","32.000","0.500","1006.900","","0.000","-99.000","-99.000","-99.000","32.100","","23.300",""
"CM0120","2019-10-10 14:00:00","4.000","21.000","3.700","28.500","0.610","1010.900","","0.000","-99.000","-99.000","-99.000","28.800","","23.900",""
"C0Z290","2019-10-10 14:00:00","946.000","0.000","0.100","18.800","0.970","909.100","","3.000","-99.000","-99.000","-99.000","21.000","","17.700",""
"C0V680","2019-10-10 14:00:00","40.000","257.000","3.400","29.700","0.670","1006.200","","0.000","-99.000","-99.000","-99.000","30.600","","25.100",""
"C0F9U0","2019-10-10 14:00:00","74.000","13.000","1.100","32.500","0.490","1002.700","","0.000","-99.000","-99.000","-99.000","32.500","","25.300",""
"C0AI10","2019-10-10 14:00:00","76.000","357.000","0.900","30.100","0.520","1003.200","","0.000","-99.000","-99.000","-99.000","30.100","","20.500",""
"C0V530","2019-10-10 14:00:00","34.000","272.000","2.700","30.000","0.700","1006.500","","0.000","-99.000","-99.000","-99.000","31.500","","25.000",""
"C0R550","2019-10-10 14:00:00","38.000","223.000","4.500","28.700","0.760","1007.500","","0.000","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0A950","2019-10-10 14:00:00","60.000","321.000","4.900","25.200","0.680","1006.100","","0.000","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0R160","2019-10-10 14:00:00","45.000","183.000","2.200","29.900","0.860","1004.800","","0.000","-99.000","-99.000","-99.000","32.100","","23.800",""
"C0F9S0","2019-10-10 14:00:00","43.000","320.000","3.100","31.500","0.510","1005.900","","0.000","-99.000","-99.000","-99.000","32.000","","24.600",""
"C0M820","2019-10-10 14:00:00","980.000","239.000","1.700","23.300","0.700","905.200","","0.000","-99.000","-99.000","-99.000","24.500","","17.300",""
"C0G870","2019-10-10 14:00:00","12.000","1.000","3.700","29.100","0.640","1010.900","","0.000","-99.000","-99.000","-99.000","29.900","","23.100",""
"C0R530","2019-10-10 14:00:00","16.000","221.000","4.200","27.900","0.690","1009.100","","0.000","-99.000","-99.000","-99.000","28.300","","25.000",""
"C0O840","2019-10-10 14:00:00","134.000","309.000","1.500","30.900","0.600","-99.000","","0.000","-99.000","-99.000","-99.000","31.400","","22.400",""
"C0A660","2019-10-10 14:00:00","97.000","4.000","0.600","26.500","-99.000","1001.200","","0.000","-99.000","-99.000","-99.000","26.800","","20.100",""
"C0T9H0","2019-10-10 14:00:00","725.000","69.000","1.800","19.300","0.990","933.300","","0.000","-99.000","-99.000","-99.000","21.500","","18.400",""
"C0O980","2019-10-10 14:00:00","18.000","334.000","1.500","33.400","0.520","1009.400","","0.000","-99.000","-99.000","-99.000","34.100","","23.400",""
"C0T9I0","2019-10-10 14:00:00","152.000","42.000","1.800","23.900","0.750","996.700","","2.500","-99.000","-99.000","-99.000","26.300","","21.500",""
"C0V760","2019-10-10 14:00:00","30.000","264.000","2.600","31.200","0.610","1008.100","","0.000","-99.000","-99.000","-99.000","31.800","","25.100",""
"C0AG90","2019-10-10 14:00:00","25.000","71.000","1.400","29.800","0.500","1010.100","","0.000","-99.000","-99.000","-99.000","30.000","","22.500",""
"C0R570","2019-10-10 14:00:00","37.000","53.000","2.800","30.100","0.690","1005.500","","0.000","-99.000","-99.000","-99.000","31.600","","25.100",""
"C0O900","2019-10-10 14:00:00","9.000","1.000","2.400","31.800","0.590","1009.600","","0.000","-99.000","-99.000","-99.000","32.900","","24.400",""
"C0AD00","2019-10-10 14:00:00","86.000","49.000","1.300","27.900","0.580","1003.100","","0.000","-99.000","-99.000","-99.000","28.200","","23.400",""
"C0V700","2019-10-10 14:00:00","24.000","245.000","3.000","29.800","0.680","1007.300","","0.000","-99.000","-99.000","-99.000","30.400","","26.200",""
"C0AH00","2019-10-10 14:00:00","38.000","15.000","1.800","27.200","0.570","1007.600","","0.000","-99.000","-99.000","-99.000","27.700","","22.200",""
"C0X080","2019-10-10 14:00:00","2.000","309.000","4.700","32.500","0.520","1010.500","","0.000","-99.000","-99.000","-99.000","32.800","","24.100",""
"CM0150","2019-10-10 14:00:00","11.000","123.000","1.400","26.000","0.700","1011.000","","0.000","-99.000","-99.000","-99.000","28.400","","23.800",""
"C0I480","2019-10-10 14:00:00","2165.000","198.000","0.700","15.800","0.890","789.500","","0.000","-99.000","-99.000","-99.000","18.900","","9.900",""
"C0A860","2019-10-10 14:00:00","362.000","33.000","2.600","26.100","0.650","971.600","","0.000","-99.000","-99.000","-99.000","27.000","","18.800",""
"C0U940","2019-10-10 14:00:00","25.000","91.000","1.200","28.700","0.570","1010.600","","0.000","-99.000","-99.000","-99.000","29.200","","20.700",""
"C0S970","2019-10-10 14:00:00","19.000","50.000","0.700","26.300","0.780","1010.200","","0.000","-99.000","-99.000","-99.000","27.400","","24.400",""
"C0V260","2019-10-10 14:00:00","126.000","299.000","0.900","32.500","0.520","996.600","","0.000","-99.000","-99.000","-99.000","33.300","","23.100",""
"C0H990","2019-10-10 14:00:00","3076.000","217.000","2.300","10.200","0.980","707.400","","0.000","-99.000","-99.000","-99.000","15.400","","5.600",""
"C0F9K0","2019-10-10 14:00:00","30.000","9.000","4.500","27.300","0.690","1006.300","","0.000","-99.000","-99.000","-99.000","28.700","","22.700",""
"C0AH90","2019-10-10 14:00:00","660.000","81.000","1.100","25.600","0.720","941.000","","0.500","-99.000","-99.000","-99.000","26.100","","16.900",""
"C0W150","2019-10-10 14:00:00","42.000","183.000","1.700","30.100","0.590","1008.200","","0.000","-99.000","-99.000","-99.000","30.500","","24.100",""
"C0F000","2019-10-10 14:00:00","273.000","1.000","1.300","28.400","0.660","979.300","","0.000","-99.000","-99.000","-99.000","29.000","","22.500",""
"C0K410","2019-10-10 14:00:00","20.000","320.000","2.500","31.100","0.570","1007.700","","0.000","-99.000","-99.000","-99.000","31.500","","23.700",""
"C0R140","2019-10-10 14:00:00","740.000","347.000","1.200","26.900","0.530","932.000","","0.000","-99.000","-99.000","-99.000","27.200","","20.600",""
"C0M700","2019-10-10 15:00:00","150.000","312.000","0.700","30.400","0.630","994.000","","0.000","-99.000","-99.000","-99.000","31.000","","22.400",""
"C0A560","2019-10-10 15:00:00","405.000","312.000","1.100","27.100","0.650","964.800","","0.000","-99.000","-99.000","-99.000","29.000","","17.500",""
"C0X190","2019-10-10 15:00:00","10.000","335.000","1.400","30.500","0.640","1008.600","","0.000","-99.000","-99.000","-99.000","30.900","","26.300",""
"C0S950","2019-10-10 15:00:00","415.000","73.000","1.300","24.300","0.800","964.900","","0.000","-99.000","-99.000","-99.000","25.400","","20.700",""
"C0A880","2019-10-10 15:00:00","6.000","9.000","1.400","25.800","0.660","1009.900","","0.000","-99.000","-99.000","-99.000","27.500","","20.300",""
"C0M670","2019-10-10 15:00:00","43.000","323.000","3.800","30.200","0.620","1004.900","","0.000","-99.000","-99.000","-99.000","31.200","","24.000",""
"C0Z061","2019-10-10 15:00:00","174.000","329.000","1.300","25.500","0.750","995.600","","1.000","-99.000","-99.000","-99.000","28.600","","21.700",""
"C0M730","2019-10-10 15:00:00","40.000","336.000","1.400","32.200","0.550","1004.900","","0.000","-99.000","-99.000","-99.000","33.200","","23.900",""
"C0U750","2019-10-10 15:00:00","398.000","40.000","4.100","20.500","0.870","967.300","","0.000","-99.000","-99.000","-99.000","22.800","","19.800",""
"C0K400","2019-10-10 15:00:00","65.000","332.000","2.800","30.700","0.600","1003.500","","0.000","-99.000","-99.000","-99.000","31.500","","23.700",""
"C0I370","2019-10-10 15:00:00","671.000","331.000","1.600","26.300","0.630","937.400","","0.000","-99.000","-99.000","-99.000","28.700","","19.200",""
"C0S750","2019-10-10 15:00:00","2280.000","0.000","0.100","16.400","0.890","774.300","","0.000","-99.000","-99.000","-99.000","21.100","","8.000",""
"C0R650","2019-10-10 15:00:00","29.000","198.000","2.900","29.000","0.730","1008.900","","0.000","-99.000","-99.000","-99.000","30.900","","24.900",""
"C0E740","2019-10-10 15:00:00","27.000","315.000","0.600","30.100","0.590","1007.300","","0.000","-99.000","-99.000","-99.000","31.600","","21.900",""
"C0AI20","2019-10-10 15:00:00","25.000","61.000","4.600","25.000","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","25.600","","22.000",""
"C0X060","2019-10-10 15:00:00","19.000","317.000","5.300","31.100","0.590","1009.800","","0.000","-99.000","-99.000","-99.000","32.500","","23.900",""
"C1R320","2019-10-10 15:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AC60","2019-10-10 15:00:00","55.000","79.000","0.900","31.800","0.410","1005.100","","0.000","-99.000","-99.000","-99.000","32.200","","22.600",""
"C0UA70","2019-10-10 15:00:00","547.000","19.000","4.500","22.600","0.780","951.600","","0.000","-99.000","-99.000","-99.000","24.300","","18.000",""
"C0F9N0","2019-10-10 15:00:00","75.000","337.000","1.500","32.700","0.480","1001.800","","0.000","-99.000","-99.000","-99.000","33.100","","25.000",""
"C0F9T0","2019-10-10 15:00:00","111.000","330.000","3.100","29.000","0.630","998.400","","0.000","-99.000","-99.000","-99.000","30.500","","23.700",""
"C0S710","2019-10-10 15:00:00","382.000","219.000","1.800","23.400","0.820","970.100","","0.000","-99.000","-99.000","-99.000","26.500","","19.900",""
"C0M680","2019-10-10 15:00:00","37.000","354.000","3.000","30.600","0.600","1007.700","","0.000","-99.000","-99.000","-99.000","31.900","","23.500",""
"C0X220","2019-10-10 15:00:00","26.000","125.000","3.800","29.000","0.630","1007.500","","0.000","-99.000","-99.000","-99.000","30.000","","24.400",""
"C0R560","2019-10-10 15:00:00","22.000","191.000","1.900","29.500","0.700","1008.700","","0.000","-99.000","-99.000","-99.000","29.800","","25.000",""
"C0F9P0","2019-10-10 15:00:00","26.000","23.000","2.300","27.500","0.720","1008.700","","0.000","8.100","44.000","","29.000","","23.000",""
"C0O970","2019-10-10 15:00:00","71.000","318.000","1.200","31.300","0.640","1002.600","","0.000","-99.000","-99.000","-99.000","33.100","","22.600",""
"C0F0B0","2019-10-10 15:00:00","311.000","335.000","3.500","29.100","0.580","975.900","","0.000","-99.000","-99.000","-99.000","29.400","","21.300",""
"C0R700","2019-10-10 15:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-10-10 15:00:00","34.000","48.000","1.400","26.800","0.790","1008.700","","0.500","-99.000","-99.000","-99.000","28.000","","24.700",""
"C0C660","2019-10-10 15:00:00","176.000","14.000","3.700","27.000","0.600","991.800","","0.000","-99.000","-99.000","-99.000","28.100","","22.100",""
"C0SA10","2019-10-10 15:00:00","411.000","76.000","1.700","22.600","0.870","966.500","","0.000","-99.000","-99.000","-99.000","27.800","","20.800",""
"C0M740","2019-10-10 15:00:00","15.000","345.000","3.900","30.100","0.610","1008.100","","0.000","-99.000","-99.000","-99.000","31.700","","23.700",""
"C0K460","2019-10-10 15:00:00","60.000","328.000","5.700","29.900","0.610","1002.600","","0.000","-99.000","-99.000","-99.000","31.000","","24.300",""
"C0X100","2019-10-10 15:00:00","10.000","294.000","4.700","30.900","0.540","1007.600","","0.000","-99.000","-99.000","-99.000","31.400","","26.800",""
"C1R440","2019-10-10 15:00:00","1654.000","355.000","1.600","16.800","1.000","834.600","","0.000","-99.000","-99.000","-99.000","17.500","","14.800",""
"C0K560","2019-10-10 15:00:00","117.000","329.000","2.300","31.600","0.530","997.700","","0.000","-99.000","-99.000","-99.000","32.200","","22.400",""
"C0R150","2019-10-10 15:00:00","105.000","204.000","1.400","30.100","0.700","997.600","","0.000","-99.000","-99.000","-99.000","32.400","","24.400",""
"C0S690","2019-10-10 15:00:00","522.000","22.000","1.400","21.000","0.990","953.900","","1.500","-99.000","-99.000","-99.000","25.600","","20.700",""
"C0U870","2019-10-10 15:00:00","474.000","108.000","0.900","24.800","0.720","959.800","","0.000","-99.000","-99.000","-99.000","27.100","","18.900",""
